homoloGroup	taxID	geneID	geneSymbol
11884	9606	352999	C6orf58
11885	9606	151887	CCDC80
11886	9606	55055	ZWILCH
11887	9606	83608	C18orf21
11888	9606	8562	DENR
11889	9606	29086	BABAM1
11890	9606	440193	CCDC88C
11891	9606	10654	PMVK
11892	9606	149465	CFAP57
11893	9606	51023	MRPS18C
11894	9606	79031	PDCL3
11895	9606	84681	HINT2
11896	9606	121268	RHEBL1
11897	9606	79005	SCNM1
11897	9606	100534012	TNFAIP8L2-SCNM1
11898	9606	113655	MFSD3
11899	9606	388611	CD164L2
11900	9606	84248	FYTTD1
11901	9606	9805	SCRN1
11902	9606	4126	MANBA
11903	9606	60312	AFAP1
11904	9606	55703	POLR3B
11906	9606	8528	DDO
11907	9606	11319	ECD
11908	9606	136895	C7orf31
11909	9606	159119	HSFY2
11909	9606	86614	HSFY1
11910	9606	202051	SPATA24
11911	9606	642273	FAM110C
11912	9606	254394	MCM9
11913	9606	135398	C6orf141
11914	9606	51374	ATRAID
11915	9606	1370	CPN2
11916	9606	23078	VWA8
11917	9606	54973	INTS11
11918	9606	23471	TRAM1
11919	9606	80131	LRRC8E
11920	9606	10331	B3GNT3
11921	9606	5547	PRCP
11922	9606	84105	PCBD2
11923	9606	116835	HSPA12B
11924	9606	170384	FUT11
11925	9606	130355	C2orf76
11926	9606	130106	CIB4
11928	9606	22836	RHOBTB3
11929	9606	140625	ACTRT2
11930	9606	139741	ACTRT1
11931	9606	57642	COL20A1
11932	9606	54922	RASIP1
11933	9606	84321	THOC3
11934	9606	9904	RBM19
11935	9606	56905	C15orf39
11936	9606	125875	CLDND2
11937	9606	79836	LONRF3
11938	9606	149499	LRRC71
11939	9606	131578	LRRC15
11940	9606	80176	SPSB1
11941	9606	84197	POMK
11942	9606	23551	RASD2
11944	9606	22987	SV2C
11945	9606	339778	FAM166C
11946	9606	127003	C1orf194
11947	9606	112869	SGF29
11948	9606	284254	DYNAP
11949	9606	79036	KXD1
11950	9606	115811	IQCD
11951	9606	128209	KLF17
11952	9606	117145	THEM4
11953	9606	344658	SAMD7
11954	9606	55286	C4orf19
11955	9606	84221	SPATC1L
11956	9606	158135	TTLL11
11957	9606	27301	APEX2
11958	9606	392399	LCN9
11959	9606	115353	LRRC42
11960	9606	757	TMEM50B
11961	9606	134218	DNAJC21
11962	9606	286097	MICU3
11963	9606	342346	C16orf96
11964	9606	79364	ZXDC
11965	9606	22809	ATF5
11966	9606	57214	CEMIP
11967	9606	51517	NCKIPSD
11968	9606	23451	SF3B1
11969	9606	6514	SLC2A2
11970	9606	83999	KREMEN1
11971	9606	6897	TARS1
11972	9606	81554	RCC1L
11974	9606	5546	PRCC
11975	9606	81693	AMN
11976	9606	53353	LRP1B
11977	9606	1345	COX6C
11978	9606	84701	COX4I2
11979	9606	64478	CSMD1
11981	9606	8396	PIP4K2B
11982	9606	96764	TGS1
11983	9606	23509	POFUT1
11984	9606	7827	NPHS2
11985	9606	29780	PARVB
11986	9606	202559	KHDRBS2
11988	9606	91977	MYOZ3
11989	9606	128178	EDARADD
11990	9606	26984	SEC22A
11991	9606	10217	CTDSPL
11992	9606	10196	PRMT3
11993	9606	79791	FBXO31
11994	9606	51068	NMD3
11995	9606	3930	LBR
11996	9606	78987	CRELD1
11997	9606	171389	NLRP6
11998	9606	7283	TUBG1
11999	9606	27175	TUBG2
12000	9606	84868	HAVCR2
12001	9606	1890	TYMP
12002	9606	167838	TXLNB
12003	9606	23166	STAB1
12004	9606	9595	CYTIP
12005	9606	1801	DPH1
12006	9606	54478	PIMREG
12007	9606	163175	LGI4
12009	9606	23379	ICE1
12010	9606	78997	GDAP1L1
12012	9606	120224	TMEM45B
12013	9606	9358	ITGBL1
12014	9606	4200	ME2
12015	9606	27111	SDCBP2
12016	9606	2998	GYS2
12017	9606	60488	MRPS35
12020	9606	348995	NUP43
12021	9606	11282	MGAT4B
12022	9606	285636	C5orf51
12023	9606	115111	SLC26A7
12024	9606	9796	PHYHIP
12026	9606	55313	CPPED1
12027	9606	5145	PDE6A
12028	9606	26275	HIBCH
12030	9606	400961	PAIP2B
12031	9606	79724	ZNF768
12031	9606	92595	ZNF764
12032	9606	79798	ARMC5
12033	9606	55697	VAC14
12035	9606	254879	OR2T6
12036	9606	26696	OR2T1
12037	9606	504189	OR8U8
12037	9606	504190	OR8U9
12038	9606	8383	OR1A1
12039	9606	219432	OR4C6
12040	9606	79290	OR13A1
12041	9606	119678	OR52E2
12042	9606	23461	ABCA5
12043	9606	10765	KDM5B
12044	9606	8532	CPZ
12045	9606	55226	NAT10
12046	9606	8654	PDE5A
12047	9606	10163	WASF2
12048	9606	55222	LRRC20
12049	9606	9897	WASHC5
12051	9606	125228	FAM210A
12052	9606	6210	RPS15A
12053	9606	55194	EVA1B
12054	9606	55717	WDR11
12055	9606	140465	MYL6B
12056	9606	57616	TSHZ3
12057	9606	79625	NDNF
12058	9606	51114	ZDHHC9
12059	9606	80731	THSD7B
12060	9606	81558	FAM117A
12061	9606	146923	RUNDC1
12062	9606	51435	SCARA3
12063	9606	26122	EPC2
12064	9606	23231	SEL1L3
12065	9606	55153	SDAD1
12066	9606	11033	ADAP1
12067	9606	51244	CCDC174
12068	9606	152273	FGD5
12069	9606	2909	ARHGAP35
12070	9606	340152	ZC3H12D
12071	9606	84060	RBM48
12072	9606	286046	XKR6
12073	9606	155185	AMZ1
12074	9606	25891	PAMR1
12075	9606	23107	MRPS27
12076	9606	84441	MAML2
12078	9606	92181	UBTD2
12080	9606	64405	CDH22
12081	9606	29093	MRPL22
12082	9606	57761	TRIB3
12083	9606	8034	SLC25A16
12085	9606	2846	LPAR4
12086	9606	6715	SRD5A1
12087	9606	390928	ACP7
12088	9606	79991	STN1
12089	9606	54516	MTRF1L
12090	9606	65998	C11orf95
12091	9606	254225	RNF169
12092	9606	152926	PPM1K
12093	9606	57569	ARHGAP20
12094	9606	89848	FCHSD1
12095	9606	60684	TRAPPC11
12096	9606	23533	PIK3R5
12097	9606	115761	ARL11
12098	9606	85025	TMEM60
12099	9606	51249	TMEM69
12100	9606	388552	BLOC1S3
12101	9606	56963	RGMA
12102	9606	254268	AKNAD1
12103	9606	113791	PIK3IP1
12104	9606	23381	SMG5
12105	9606	132671	SPATA18
12106	9606	956	ENTPD3
12107	9606	338645	LUZP2
12108	9606	64577	ALDH8A1
12110	9606	643236	TMEM72
12111	9606	57475	PLEKHH1
12112	9606	10903	MTMR11
12113	9606	2967	GTF2H3
12114	9606	150468	CKAP2L
12115	9606	64853	AIDA
12116	9606	2244	FGB
12118	9606	23359	FAM189A1
12119	9606	79187	FSD1
12121	9606	285513	GPRIN3
12122	9606	402415	XKRX
12124	9606	64760	FAM160B2
12125	9606	147179	WIPF2
12127	9606	747	DAGLA
12128	9606	285555	STPG2
12129	9606	100499483	CCDC180
12130	9606	51642	MRPL48
12131	9606	388886	LRRC75B
12132	9606	55893	ZNF395
12133	9606	349667	RTN4RL2
12134	9606	64403	CDH24
12135	9606	4645	MYO5B
12136	9606	23336	SYNM
12137	9606	116983	ACAP3
12138	9606	2975	GTF3C1
12139	9606	205147	AMER3
12140	9606	115294	PCMTD1
12142	9606	9749	PHACTR2
12144	9606	388591	RNF207
12145	9606	84614	ZBTB37
12147	9606	55006	TRMT61B
12148	9606	259308	FAM205A
12149	9606	725	C4BPB
12150	9606	751071	CSKMT
12151	9606	93323	HAUS8
12152	9606	64109	CRLF2
12153	9606	389114	ZNF662
12154	9606	57343	ZNF304
12155	9606	57191	VN1R1
12156	9606	4636	MYL5
12158	9606	347744	C6orf52
12159	9606	26526	TSPAN16
12160	9606	7693	ZNF134
12161	9606	92283	ZNF461
12162	9606	9422	ZNF264
12163	9606	284370	ZNF615
12164	9606	79898	ZNF613
12165	9606	1022	CDK7
12166	9606	10389	SCML2
12167	9606	2738	GLI4
12168	9606	112611	RWDD2A
12169	9606	56731	SLC2A4RG
12170	9606	252884	ZNF396
12171	9606	971	CD72
12172	9606	10168	ZNF197
12172	9606	110354863	ZNF660-ZNF197
12173	9606	341676	NEK5
12175	9606	148823	GCSAML
12176	9606	5205	ATP8B1
12177	9606	27199	OXGR1
12178	9606	388115	CCDC9B
12179	9606	56666	PANX2
12180	9606	79902	NUP85
12181	9606	10313	RTN3
12182	9606	260293	CYP4X1
12183	9606	9737	GPRASP1
12184	9606	83939	EIF2A
12185	9606	127670	TEDDM1
12186	9606	4991	OR1D2
12187	9606	8975	USP13
12188	9606	58493	INIP
12189	9606	201516	ZSCAN4
12190	9606	780776	TVP23A
12191	9606	284723	SLC25A34
12192	9606	196472	FAM71C
12193	9606	153745	FAM71B
12195	9606	158405	KIAA1958
12197	9606	138715	ARID3C
12198	9606	89870	TRIM15
12199	9606	5295	PIK3R1
12200	9606	64858	DCLRE1B
12201	9606	3763	KCNJ6
12202	9606	152137	CCDC50
12203	9606	127943	FCRLB
12204	9606	4725	NDUFS5
12205	9606	1736	DKC1
12206	9606	632	BGLAP
12207	9606	939	CD27
12208	9606	346689	KLRG2
12209	9606	100820829	MYZAP
12209	9606	145781	GCOM1
12210	9606	79609	VCPKMT
12211	9606	1475	CSTA
12212	9606	55779	CFAP44
12213	9606	23196	FAM120A
12214	9606	270	AMPD1
12215	9606	80028	FBXL18
12216	9606	79583	TMEM231
12217	9606	116443	GRIN3A
12218	9606	158830	CXorf65
12219	9606	286006	LSMEM1
12220	9606	390110	ACCSL
12221	9606	9797	TATDN2
12222	9606	388931	MFSD2B
12223	9606	92922	CCDC102A
12224	9606	64864	RFX7
12225	9606	114134	SLC2A13
12227	9606	9134	CCNE2
12228	9606	1001	CDH3
12229	9606	6693	SPN
12230	9606	5476	CTSA
12231	9606	9097	USP14
12232	9606	28232	SLCO3A1
12234	9606	257194	NEGR1
12236	9606	3178	HNRNPA1
12237	9606	26505	CNNM3
12238	9606	253982	ASPHD1
12239	9606	85014	TMEM141
12240	9606	51714	SELENOT
12241	9606	23067	SETD1B
12242	9606	57529	RTL9
12243	9606	56673	C11orf16
12244	9606	257415	FAM133B
12245	9606	84154	RPF2
12246	9606	5100	PCDH8
12247	9606	57786	RBAK
12248	9606	100271849	MEF2B
12248	9606	4207	BORCS8-MEF2B
12249	9606	339501	PRSS38
12250	9606	10276	NET1
12251	9606	100130958	SYCE1L
12252	9606	84619	ZGPAT
12255	9606	340533	NEXMIF
12256	9606	2629	GBA
12257	9606	117286	CIB3
12259	9606	3607	FOXK2
12260	9606	10256	CNKSR1
12261	9606	79906	MORN1
12262	9606	389541	LAMTOR4
12263	9606	10526	IPO8
12264	9606	25999	CLIP3
12265	9606	140766	ADAMTS14
12266	9606	54726	OTUD4
12267	9606	3911	LAMA5
12268	9606	57631	LRCH2
12269	9606	11005	SPINK5
12270	9606	120939	TMEM52B
12271	9606	130827	TMEM182
12272	9606	5724	PTAFR
12273	9606	7727	ZNF174
12274	9606	57542	KLHL42
12275	9606	51780	KDM3B
12276	9606	28982	FLVCR1
12277	9606	131831	ERICH6
12278	9606	54904	NSD3
12279	9606	57453	DSCAML1
12280	9606	257177	CFAP126
12281	9606	22926	ATF6
12282	9606	653567	TMEM236
12283	9606	54859	ELP6
12284	9606	29035	C16orf72
12285	9606	10653	SPINT2
12286	9606	83861	RSPH3
12287	9606	155184	SLC2A7
12288	9606	55966	AJAP1
12289	9606	2559	GABRA6
12290	9606	54943	DNAJC28
12291	9606	6875	TAF4B
12292	9606	55167	MSL2
12293	9606	9939	RBM8A
12294	9606	54805	CNNM2
12296	9606	474381	H2AB2
12296	9606	83740	H2AB3
12296	9606	474382	H2AB1
12297	9606	538	ATP7A
12298	9606	23480	SEC61G
12299	9606	9722	NOS1AP
12300	9606	341	APOC1
12301	9606	6853	SYN1
12302	9606	3746	KCNC1
12303	9606	57606	SLAIN2
12304	9606	51076	CUTC
12305	9606	4665	NAB2
12306	9606	23627	PRND
12307	9606	1527	TEX28
12308	9606	84519	ACRBP
12309	9606	728568	C12orf73
12310	9606	1910	EDNRB
12311	9606	55349	CHDH
12312	9606	56998	CTNNBIP1
12313	9606	127687	C1orf122
12314	9606	642597	AKAIN1
12315	9606	55850	USE1
12316	9606	2001	ELF5
12317	9606	90135	BTBD6
12318	9606	9228	DLGAP2
12319	9606	55227	LRRC1
12321	9606	9293	GPR52
12322	9606	132141	IQCF1
12323	9606	131076	MIX23
12325	9606	3592	IL12A
12326	9606	5824	PEX19
12327	9606	23411	SIRT1
12328	9606	26051	PPP1R16B
12329	9606	81492	RSPH6A
12330	9606	5132	PDC
12331	9606	6917	TCEA1
12332	9606	6894	TARBP1
12333	9606	23528	ZNF281
12334	9606	136853	SSC4D
12335	9606	5523	PPP2R3A
12336	9606	81622	UNC93B1
12337	9606	6890	TAP1
12338	9606	26575	RGS17
12339	9606	23624	CBLC
12340	9606	1147	CHUK
12342	9606	84457	PHYHIPL
12343	9606	11187	PKP3
12344	9606	100128327	TRAPPC3L
12345	9606	51206	GP6
12346	9606	197342	EME2
12347	9606	84674	CARD6
12348	9606	5130	PCYT1A
12349	9606	2189	FANCG
12350	9606	55924	INKA2
12351	9606	100129361	SMIM10L1
12352	9606	9148	NEURL1
12353	9606	345275	HSD17B13
12354	9606	11340	EXOSC8
12355	9606	100113407	TMEM170B
12356	9606	85407	NKD1
12357	9606	25782	RAB3GAP2
12360	9606	7409	VAV1
12361	9606	6123	RPL3L
12362	9606	661	POLR3D
12363	9606	165679	SPTSSB
12364	9606	85004	RERG
12365	9606	140823	ROMO1
12366	9606	146330	FBXL16
12367	9606	54708	MARCHF5
12368	9606	84725	PLEKHA8
12369	9606	64135	IFIH1
12370	9606	114818	KLHL29
12371	9606	347902	AMIGO2
12372	9606	84239	ATP13A4
12373	9606	9748	SLK
12374	9606	64221	ROBO3
12375	9606	7464	CORO2A
12376	9606	80263	TRIM45
12377	9606	339745	SPOPL
12378	9606	51504	TRMT112
12379	9606	6671	SP4
12380	9606	10803	CCR9
12381	9606	92999	ZBTB47
12382	9606	150946	GAREM2
12383	9606	256076	COL6A5
12384	9606	1432	MAPK14
12385	9606	284697	BTBD8
12386	9606	4034	LRCH4
12387	9606	133957	CCDC127
12388	9606	51512	GTSE1
12389	9606	200558	APLF
12390	9606	55635	DEPDC1
12391	9606	100506374	EDDM13
12392	9606	11182	SLC2A6
12393	9606	51339	DACT1
12394	9606	10926	DBF4
12395	9606	8850	KAT2B
12396	9606	643669	CCER2
12397	9606	6101	RP1
12398	9606	51704	GPRC5B
12399	9606	145788	C15orf65
12400	9606	4986	OPRK1
12401	9606	3767	KCNJ11
12402	9606	51308	REEP2
12403	9606	56729	RETN
12404	9606	91107	TRIM47
12405	9606	7525	YES1
12406	9606	283420	CLEC9A
12407	9606	148109	FAM187B
12408	9606	284325	C19orf54
12409	9606	55117	SLC6A15
12410	9606	347732	CATSPER3
12412	9606	90120	TMEM250
12413	9606	8754	ADAM9
12414	9606	10313	RTN3
12415	9606	9982	FGFBP1
12416	9606	4158	MC2R
12417	9606	2250	FGF5
12418	9606	1618	DAZL
12419	9606	114784	CSMD2
12420	9606	1493	CTLA4
12421	9606	55110	MAGOHB
12421	9606	4116	MAGOH
12423	9606	4883	NPR3
12424	9606	113263	GLCCI1
12425	9606	54084	TSPEAR
12426	9606	6343	SCT
12427	9606	8115	TCL1A
12428	9606	221393	ADGRF4
12429	9606	790	CAD
12430	9606	83746	L3MBTL2
12431	9606	345	APOC3
12432	9606	6691	SPINK2
12433	9606	9308	CD83
12434	9606	5936	RBM4
12435	9606	126014	OSCAR
12436	9606	23439	ATP1B4
12437	9606	6256	RXRA
12438	9606	9535	GMFG
12439	9606	54586	EQTN
12440	9606	6102	RP2
12441	9606	731	C8A
12442	9606	8878	SQSTM1
12443	9606	81559	TRIM11
12445	9606	431705	ASTL
12446	9606	8760	CDS2
12448	9606	84515	MCM8
12449	9606	9135	RABEP1
12450	9606	5582	PRKCG
12451	9606	1796	DOK1
12452	9606	1823	DSC1
12453	9606	165	AEBP1
12454	9606	7398	USP1
12455	9606	338917	VSX2
12456	9606	9526	MPDU1
12457	9606	1236	CCR7
12458	9606	518	ATP5MC3
12459	9606	6474	SHOX2
12461	9606	7570	ZNF22
12462	9606	8515	ITGA10
12463	9606	2786	GNG4
12464	9606	258	AMBN
12465	9606	124842	TMEM132E
12466	9606	336	APOA2
12467	9606	80347	COASY
12468	9606	23529	CLCF1
12469	9606	136371	ASB10
12471	9606	200539	ANKRD23
12472	9606	5687	PSMA6
12473	9606	57213	SPRYD7
12475	9606	200185	KRTCAP2
12476	9606	100507055	LRCOL1
12477	9606	10888	GPR83
12478	9606	137392	CIBAR1
12479	9606	129807	NEU4
12480	9606	23258	DENND5A
12482	9606	54328	GPR173
12483	9606	9451	EIF2AK3
12484	9606	7314	UBB
12485	9606	9094	UNC119
12486	9606	3945	LDHB
12487	9606	5579	PRKCB
12489	9606	256281	NUDT14
12490	9606	2266	FGG
12491	9606	1186	CLCN7
12492	9606	9545	RAB3D
12493	9606	8767	RIPK2
12494	9606	3240	HP
12495	9606	3764	KCNJ8
12496	9606	55837	EAPP
12497	9606	641371	ACOT1
12498	9606	348801	LNP1
12499	9606	728215	FAM155A
12500	9606	5605	MAP2K2
12501	9606	8091	HMGA2
12502	9606	4045	LSAMP
12503	9606	22950	SLC4A1AP
12504	9606	27115	PDE7B
12505	9606	376267	RAB15
12506	9606	79822	ARHGAP28
12507	9606	55711	FAR2
12508	9606	644168	DRGX
12509	9606	23558	WBP2
12510	9606	8989	TRPA1
12511	9606	2132	EXT2
12512	9606	157807	CLVS1
12513	9606	403	ARL3
12514	9606	79833	GEMIN6
12515	9606	1503	CTPS1
12516	9606	9457	FHL5
12517	9606	1655	DDX5
12519	9606	3575	IL7R
12520	9606	127833	SYT2
12521	9606	5825	ABCD3
12522	9606	60685	ZFAND3
12523	9606	79691	QTRT2
12524	9606	8027	STAM
12525	9606	7852	CXCR4
12526	9606	8534	CHST1
12527	9606	54665	RSBN1
12528	9606	56896	DPYSL5
12529	9606	93107	KCNG4
12530	9606	27097	TAF5L
12531	9606	6293	VPS52
12532	9606	10109	ARPC2
12533	9606	55364	IMPACT
12534	9606	51164	DCTN4
12535	9606	148811	PM20D1
12536	9606	219899	TBCEL
12537	9606	150368	PHETA2
12538	9606	55322	C5orf22
12539	9606	27334	P2RY10
12540	9606	55466	DNAJA4
12541	9606	51073	MRPL4
12542	9606	2874	GPS2
12543	9606	152065	C3orf22
12544	9606	25824	PRDX5
12545	9606	29802	VPREB3
12546	9606	2781	GNAZ
12547	9606	8237	USP11
12548	9606	10523	CHERP
12549	9606	5648	MASP1
12551	9606	6517	SLC2A4
12552	9606	5412	UBL3
12553	9606	79837	PIP4K2C
12554	9606	64081	PBLD
12555	9606	25961	NUDT13
12556	9606	5163	PDK1
12557	9606	10531	PITRM1
12559	9606	340745	LRIT2
12560	9606	7515	XRCC1
12561	9606	7325	UBE2E2
12562	9606	26224	FBXL3
12563	9606	100526832	PHOSPHO2-KLHL23
12563	9606	151230	KLHL23
12564	9606	56931	DUS3L
12565	9606	5531	PPP4C
12567	9606	3108	HLA-DMA
12568	9606	84306	PDCD2L
12569	9606	6820	SULT2B1
12570	9606	197407	ZNF48
12571	9606	51333	ZNF771
12572	9606	9482	STX8
12573	9606	55040	EPN3
12574	9606	4710	NDUFB4
12575	9606	55037	PTCD3
12576	9606	54764	ZRANB1
12577	9606	51804	SIX4
12578	9606	83706	FERMT3
12579	9606	2256	FGF11
12580	9606	5524	PTPA
12582	9606	84627	ZNF469
12583	9606	114049	BUD23
12584	9606	396	ARHGDIA
12585	9606	388962	BOLA3
12586	9606	8209	GATD3A
12586	9606	102724023	GATD3B
12587	9606	115908	CTHRC1
12588	9606	9477	MED20
12589	9606	57534	MIB1
12590	9606	10892	MALT1
12591	9606	66037	BOLL
12592	9606	56984	PSMG2
12593	9606	26035	GLCE
12594	9606	4893	NRAS
12595	9606	27006	FGF22
12596	9606	219287	AMER2
12597	9606	111064647	CSNKA2IP
12598	9606	390151	OR8H2
12598	9606	390152	OR8H3
12599	9606	84458	LCOR
12600	9606	10561	IFI44
12601	9606	80726	IQCN
12602	9606	80207	OPA3
12603	9606	348094	ANKDD1A
12604	9606	162514	TRPV3
12605	9606	27143	PALD1
12606	9606	143872	ARHGAP42
12607	9606	124404	SEPTIN12
12608	9606	256710	GLIPR1L1
12609	9606	25855	BRMS1
12610	9606	9610	RIN1
12611	9606	138652	PRSS47
12612	9606	51299	NRN1
12613	9606	387509	GPR153
12614	9606	9760	TOX
12615	9606	4246	SCGB2A1
12615	9606	4250	SCGB2A2
12616	9606	1299	COL9A3
12617	9606	7709	ZBTB17
12618	9606	5641	LGMN
12619	9606	54972	TMEM132A
12620	9606	55643	BTBD2
12621	9606	55643	BTBD2
12622	9606	140691	TRIM69
12624	9606	23151	GRAMD4
12625	9606	127495	LRRC39
12626	9606	10907	TXNL4A
12628	9606	50613	UBQLN3
12629	9606	24	ABCA4
12630	9606	102	ADAM10
12632	9606	285	ANGPT2
12633	9606	486	FXYD2
12634	9606	498	ATP5F1A
12636	9606	633	BGN
12637	9606	638	BIK
12638	9606	648	BMI1
12639	9606	763	CA5A
12640	9606	1406	CRX
12641	9606	1580	CYP4B1
12642	9606	1660	DHX9
12643	9606	1776	DNASE1L3
12644	9606	1815	DRD4
12645	9606	2002	ELK1
12648	9606	2101	ESRRA
12649	9606	349334	FOXD4L4
12649	9606	653427	FOXD4L5
12649	9606	653404	FOXD4L6
12649	9606	286380	FOXD4L3
12649	9606	2298	FOXD4
12649	9606	200350	FOXD4L1
12650	9606	2571	GAD1
12651	9606	2623	GATA1
12652	9606	2752	GLUL
12653	9606	57657	HCN3
12654	9606	64645	MFSD14A
12656	9606	3355	HTR1F
12657	9606	3703	STT3A
12658	9606	3818	KLKB1
12659	9606	3912	LAMB1
12660	9606	4035	LRP1
12661	9606	4066	LYL1
12662	9606	4172	MCM3
12663	9606	4217	MAP3K5
12664	9606	4317	MMP8
12665	9606	4354	MPP1
12666	9606	5126	PCSK2
12668	9606	5133	PDCD1
12669	9606	5328	PLAU
12670	9606	5340	PLG
12671	9606	5553	PRG2
12672	9606	9520	NPEPPS
12673	9606	5694	PSMB6
12675	9606	5702	PSMC3
12676	9606	5729	PTGDR
12677	9606	22821	RASA3
12678	9606	5966	REL
12679	9606	5986	RFNG
12680	9606	6136	RPL12
12681	9606	6483	ST3GAL2
12682	9606	6558	SLC12A2
12683	9606	7048	TGFBR2
12684	9606	7053	TGM3
12685	9606	7054	TH
12686	9606	7080	NKX2-1
12687	9606	7086	TKT
12688	9606	8784	TNFRSF18
12689	9606	9618	TRAF4
12691	9606	10140	TOB1
12692	9606	7352	UCP3
12693	9606	7508	XPC
12694	9606	158	ADSL
12696	9606	240	ALOX5
12698	9606	417	ART1
12699	9606	9210	BMP15
12700	9606	664	BNIP3
12701	9606	718	C3
12702	9606	55799	CACNA2D3
12703	9606	890	CCNA2
12704	9606	8812	CCNK
12705	9606	100133941	CD24
12706	9606	924	CD7
12707	9606	1007	CDH9
12708	9606	27141	CIDEB
12709	9606	1233	CCR4
12710	9606	11251	PTGDR2
12711	9606	1589	CYP21A2
12712	9606	23604	DAPK2
12713	9606	1652	DDT
12714	9606	1906	EDN1
12715	9606	64319	FBRS
12716	9606	10690	FUT9
12717	9606	51650	MRPS33
12718	9606	2676	GFRA3
12719	9606	2735	GLI1
12720	9606	3034	HAL
12721	9606	727	C5
12722	9606	3459	IFNGR1
12723	9606	3692	EIF6
12724	9606	9314	KLF4
12725	9606	4010	LMX1B
12727	9606	4751	NEK2
12728	9606	8864	PER2
12729	9606	5251	PHEX
12730	9606	5720	PSME1
12731	9606	5805	PTS
12732	9606	6035	RNASE1
12733	9606	6133	RPL9
12734	9606	6271	S100A1
12735	9606	6349	CCL3L1
12735	9606	414062	CCL3L3
12735	9606	6348	CCL3
12736	9606	6586	SLIT3
12737	9606	4809	SNU13
12738	9606	9496	TBX4
12739	9606	10440	TIMM17A
12740	9606	9519	TBPL1
12741	9606	608	TNFRSF17
12742	9606	7153	TOP2A
12743	9606	7305	TYROBP
12744	9606	7412	VCAM1
12745	9606	7417	VDAC2
12746	9606	9031	BAZ1B
12747	9606	7498	XDH
12748	9606	10551	AGR2
12749	9606	64395	GMCL1
12751	9606	64388	GREM2
12752	9606	10870	HCST
12753	9606	4326	MMP17
12754	9606	8732	RNGTT
12756	9606	6445	SGCG
12757	9606	10253	SPRY2
12758	9606	4214	MAP3K1
12759	9606	5603	MAPK13
12761	9606	6157	RPL27A
12762	9606	9183	ZW10
12763	9606	2784	GNB3
12764	9606	84695	LOXL3
12765	9606	283110	OR52Z1
12766	9606	6710	SPTB
12767	9606	10036	CHAF1A
12768	9606	100526664	LY75-CD302
12768	9606	4065	LY75
12769	9606	7225	TRPC6
12770	9606	11311	VPS45
12771	9606	26519	TIMM10
12772	9606	26233	FBXL6
12773	9606	10148	EBI3
12774	9606	635	BHMT
12775	9606	9466	IL27RA
12776	9606	10825	NEU3
12777	9606	666	BOK
12778	9606	9092	SART1
12780	9606	2098	ESD
12781	9606	8190	MIA
12782	9606	10279	PRSS16
12783	9606	54518	APBB1IP
12784	9606	9949	AMMECR1
12785	9606	160622	TAMALIN
12786	9606	10254	STAM2
12787	9606	4833	NME4
12788	9606	26258	BLOC1S6
12790	9606	55902	ACSS2
12791	9606	22818	COPZ1
12792	9606	11047	ADRM1
12793	9606	9334	B4GALT5
12794	9606	8722	CTSF
12795	9606	6999	TDO2
12796	9606	25820	ARIH1
12797	9606	112770	GLMP
12799	9606	9170	LPAR2
12800	9606	56477	CCL28
12801	9606	4059	BCAM
12802	9606	11315	PARK7
12803	9606	57585	CRAMP1
12804	9606	7298	TYMS
12805	9606	7399	USH2A
12806	9606	64342	HS1BP3
12807	9606	51588	PIAS4
12808	9606	81890	QTRT1
12809	9606	4900	NRGN
12810	9606	60484	HAPLN2
12812	9606	4298	MLLT1
12813	9606	55351	STK32B
12814	9606	11123	RCAN3
12815	9606	10539	GLRX3
12816	9606	64222	TOR3A
12817	9606	10095	ARPC1B
12818	9606	148867	SLC30A7
12819	9606	57162	PELI1
12821	9606	64108	RTP4
12822	9606	2041	EPHA1
12823	9606	54431	DNAJC10
12824	9606	8780	RIOK3
12825	9606	23568	ARL2BP
12826	9606	29945	ANAPC4
12827	9606	1593	CYP27A1
12828	9606	339855	KY
12829	9606	5878	RAB5C
12830	9606	57567	ZNF319
12831	9606	134510	UBLCP1
12832	9606	2125	EVPL
12833	9606	84897	TBRG1
12834	9606	84289	ING5
12835	9606	84233	TMEM126A
12836	9606	85293	KRTAP3-3
12837	9606	7737	RNF113A
12838	9606	26156	RSL1D1
12839	9606	55352	COPRS
12840	9606	51025	PAM16
12841	9606	149466	C1orf210
12842	9606	286207	CFAP157
12843	9606	56259	CTNNBL1
12844	9606	79677	SMC6
12845	9606	388272	C16orf87
12846	9606	374354	NHLRC2
12847	9606	11102	RPP14
12848	9606	2813	GP2
12849	9606	81620	CDT1
12850	9606	112849	L3HYPDH
12851	9606	10486	CAP2
12852	9606	388581	C1QTNF12
12853	9606	81631	MAP1LC3B
12853	9606	643246	MAP1LC3B2
12854	9606	56605	ERO1B
12855	9606	10555	AGPAT2
12856	9606	133491	C5orf47
12857	9606	26502	NARF
12858	9606	26150	RIBC2
12859	9606	55848	PLGRKT
12860	9606	78988	MRPL57
12861	9606	51569	UFM1
12862	9606	132160	PPM1M
12863	9606	84365	NIFK
12864	9606	10910	SUGT1
12865	9606	84274	COQ5
12866	9606	5714	PSMD8
12867	9606	124817	CNTD1
12868	9606	283742	FAM98B
12869	9606	163033	ZNF579
12871	9606	79002	TRIR
12872	9606	10542	LAMTOR5
12873	9606	55326	AGPAT5
12874	9606	374659	HDDC3
12875	9606	115817	DHRS1
