homoloGroup	taxID	geneID	geneSymbol
8396	9606	51676	ASB2
8397	9606	83549	UCK1
8398	9606	9244	CRLF1
8401	9606	1153	CIRBP
8402	9606	80298	MTERF2
8403	9606	3104	ZBTB48
8404	9606	127495	LRRC39
8405	9606	2000	ELF4
8406	9606	163259	DENND2C
8407	9606	50613	UBQLN3
8408	9606	34	ACADM
8409	9606	8038	ADAM12
8410	9606	646	BNC1
8411	9606	767	CA8
8413	9606	993	CDC25A
8414	9606	1004	CDH6
8415	9606	1421	CRYGD
8416	9606	1457	CSNK2A1
8416	9606	283106	CSNK2A3
8417	9606	1800	DPEP1
8418	9606	1814	DRD3
8419	9606	2313	FLI1
8421	9606	3460	IFNGR2
8422	9606	285643	KIF4B
8422	9606	24137	KIF4A
8423	9606	4861	NPAS1
8424	9606	5023	P2RX1
8425	9606	9600	PITPNM1
8426	9606	5569	PKIA
8427	9606	5651	TMPRSS15
8428	9606	5990	RFX2
8429	9606	6580	SLC22A1
8430	9606	6778	STAT6
8431	9606	6895	TARBP2
8432	9606	6927	HNF1A
8433	9606	7270	TTF1
8434	9606	247	ALOX15B
8435	9606	596	BCL2
8437	9606	665	BNIP3L
8439	9606	926	CD8B
8439	9606	927	CD8B2
8440	9606	1009	CDH11
8441	9606	1003	CDH5
8442	9606	1103	CHAT
8443	9606	1232	CCR3
8444	9606	729230	CCR2
8445	9606	200895	DHFR2
8445	9606	1719	DHFR
8447	9606	653689	GSTT2B
8447	9606	2953	GSTT2
8448	9606	8820	HESX1
8449	9606	3223	HOXC6
8450	9606	8692	HYAL2
8451	9606	3383	ICAM1
8452	9606	56992	KIF15
8453	9606	3883	KRT33A
8453	9606	3884	KRT33B
8453	9606	3881	KRT31
8454	9606	8930	MBD4
8455	9606	5081	PAX7
8456	9606	5903	RANBP2
8457	9606	8725	URI1
8458	9606	6342	SCP2
8459	9606	6403	SELP
8460	9606	6464	SHC1
8461	9606	6584	SLC22A5
8462	9606	6920	TCEA3
8463	9606	10293	TRAIP
8464	9606	5359	PLSCR1
8465	9606	7289	TULP3
8466	9606	7293	TNFRSF4
8467	9606	2857	GPR34
8468	9606	11313	LYPLA2
8469	9606	695	BTK
8470	9606	1404	HAPLN1
8471	9606	3221	HOXC4
8472	9606	3695	ITGB7
8473	9606	390054	OR52A5
8474	9606	202500	TCTE1
8475	9606	116449	CLNK
8476	9606	79258	MMEL1
8477	9606	11177	BAZ1A
8478	9606	56344	CABP5
8479	9606	26508	HEYL
8480	9606	9753	ZSCAN12
8481	9606	6137	RPL13
8482	9606	2098	ESD
8483	9606	1388	ATF6B
8484	9606	23587	ELP5
8485	9606	9546	APBA3
8486	9606	8727	CTNNAL1
8487	9606	1687	GSDME
8488	9606	10755	GIPC1
8490	9606	3612	IMPA1
8491	9606	8888	MCM3AP
8492	9606	196385	DNAH10
8493	9606	778	CACNA1F
8494	9606	9500	MAGED1
8495	9606	2677	GGCX
8496	9606	5775	PTPN4
8497	9606	5324	PLAG1
8498	9606	6429	SRSF4
8499	9606	6431	SRSF6
8500	9606	6429	SRSF4
8501	9606	9025	RNF8
8502	9606	7287	TULP1
8503	9606	6490	PMEL
8504	9606	7111	TMOD1
8505	9606	4296	MAP3K11
8506	9606	64078	SLC28A3
8507	9606	390243	IZUMO1R
8508	9606	11123	RCAN3
8509	9606	56937	PMEPA1
8510	9606	58494	JAM2
8511	9606	2081	ERN1
8512	9606	83930	STARD3NL
8513	9606	11149	BVES
8514	9606	5908	RAP1B
8516	9606	23498	HAAO
8517	9606	54998	AURKAIP1
8518	9606	57456	KIAA1143
8519	9606	84289	ING5
8520	9606	116228	COX20
8521	9606	51429	SNX9
8522	9606	54813	KLHL28
8523	9606	120892	LRRK2
8524	9606	134637	ADAT2
8525	9606	11060	WWP2
8526	9606	10226	PLIN3
8527	9606	286827	TRIM59
8528	9606	55300	PI4K2B
8529	9606	22949	PTGR1
8530	9606	6170	RPL39
8531	9606	1666	DECR1
8532	9606	138255	C9orf135
8533	9606	8513	LIPF
8534	9606	119392	SFR1
8535	9606	55273	TMEM100
8536	9606	54819	ZCCHC10
8537	9606	670	BPHL
8538	9606	2653	GCSH
8539	9606	79590	MRPL24
8540	9606	114034	TOE1
8541	9606	440193	CCDC88C
8542	9606	55863	TMEM126B
8543	9606	84270	CARD19
8544	9606	25818	KLK5
8545	9606	129530	LYG1
8546	9606	10939	AFG3L2
8547	9606	84285	EIF1AD
8548	9606	25851	TECPR1
8549	9606	11319	ECD
8550	9606	136895	C7orf31
8551	9606	84295	PHF6
8552	9606	140685	ZBTB46
8553	9606	25836	NIPBL
8554	9606	151827	LRRC34
8555	9606	8774	NAPG
8556	9606	84282	RNF135
8557	9606	55151	TMEM38B
8558	9606	10242	KCNMB2
8559	9606	84105	PCBD2
8560	9606	130355	C2orf76
8561	9606	493911	PHOSPHO2
8562	9606	126321	MFSD12
8563	9606	134526	ACOT12
8564	9606	375346	STIMATE
8565	9606	100526772	STIMATE-MUSTN1
8566	9606	200186	CRTC2
8567	9606	57707	MEAK7
8568	9606	23329	TBC1D30
8569	9606	57467	HHATL
8570	9606	9920	KBTBD11
8571	9606	98	ACYP2
8573	9606	115416	MALSU1
8574	9606	128025	WDR64
8575	9606	100652871	LOC100652871
8575	9606	25774	GSTT4
8576	9606	1727	CYB5R3
8578	9606	79831	KDM8
8579	9606	91181	NUP210L
8580	9606	9719	ADAMTSL2
8581	9606	115353	LRRC42
8582	9606	117248	GALNT15
8583	9606	253260	RICTOR
8584	9606	126353	MISP
8585	9606	54763	ROPN1
8585	9606	152015	ROPN1B
8586	9606	10964	IFI44L
8587	9606	84958	SYTL1
8588	9606	83999	KREMEN1
8589	9606	81554	RCC1L
8591	9606	165545	DQX1
8592	9606	23636	NUP62
8593	9606	23205	ACSBG1
8594	9606	118980	SFXN2
8595	9606	80339	PNPLA3
8596	9606	9961	MVP
8597	9606	57513	CASKIN2
8598	9606	81031	SLC2A10
8599	9606	30	ACAA1
8600	9606	29780	PARVB
8601	9606	59285	CACNG6
8602	9606	51063	CALHM2
8603	9606	51068	NMD3
8604	9606	23677	SH3BP4
8605	9606	7586	ZKSCAN1
8606	9606	8662	EIF3B
8607	9606	55898	UNC45A
8608	9606	55625	ZDHHC7
8609	9606	51365	PLA1A
8610	9606	57019	CIAPIN1
8611	9606	10447	FAM3C
8612	9606	93035	PKHD1L1
8613	9606	55217	TMLHE
8615	9606	9718	ECE2
8616	9606	51329	ARL6IP4
8617	9606	54977	SLC25A38
8618	9606	9725	TMEM63A
8619	9606	9107	MTMR6
8620	9606	78997	GDAP1L1
8622	9606	5188	GATB
8623	9606	221955	DAGLB
8624	9606	56052	ALG1
8625	9606	63922	CHTF18
8626	9606	165324	UBXN2A
8627	9606	64781	CERK
8628	9606	54432	YIPF1
8629	9606	3835	KIF22
8630	9606	1737	DLAT
8631	9606	115111	SLC26A7
8632	9606	4047	LSS
8633	9606	79170	PRR15L
8634	9606	51104	ABHD17B
8635	9606	26275	HIBCH
8637	9606	391107	OR10K2
8638	9606	391109	OR10K1
8639	9606	26496	OR10A3
8640	9606	392138	OR2A25
8641	9606	401427	OR2A7
8641	9606	107987545	LOC107987545
8641	9606	79541	OR2A4
8642	9606	390037	OR52I1
8642	9606	143502	OR52I2
8643	9606	23339	VPS39
8645	9606	58190	CTDSP1
8648	9606	93377	OPALIN
8649	9606	129787	TMEM18
8650	9606	29886	SNX8
8651	9606	84142	ABRAXAS1
8652	9606	84808	PERM1
8653	9606	151242	PPP1R1C
8654	9606	22868	FASTKD2
8655	9606	25992	SNED1
8656	9606	55157	DARS2
8657	9606	57704	GBA2
8658	9606	54549	SDK2
8659	9606	9175	MAP3K13
8660	9606	55359	STYK1
8661	9606	84063	KIRREL2
8662	9606	57157	PHTF2
8663	9606	23554	TSPAN12
8664	9606	117283	IP6K3
8665	9606	23107	MRPS27
8666	9606	151306	GPBAR1
8667	9606	57176	VARS2
8668	9606	51088	KLHL5
8670	9606	84433	CARD11
8671	9606	55084	SOBP
8672	9606	91404	SESTD1
8673	9606	577	ADGRB3
8674	9606	124590	USH1G
8676	9606	54522	ANKRD16
8677	9606	374920	ZSWIM9
8678	9606	115749	C12orf56
8679	9606	57484	RNF150
8680	9606	54986	ULK4
8681	9606	202309	GAPT
8682	9606	387694	SH2D4B
8683	9606	83937	RASSF4
8684	9606	23197	FAF2
8685	9606	56990	CDC42SE2
8686	9606	7405	UVRAG
8687	9606	91442	FAAP24
8688	9606	374403	TBC1D10C
8689	9606	387712	ENO4
8690	9606	22930	RAB3GAP1
8691	9606	54886	PLPPR1
8692	9606	10873	ME3
8693	9606	113540	CMTM1
8693	9606	100529251	CKLF-CMTM1
8694	9606	9311	ASIC3
8695	9606	85417	CCNB3
8696	9606	162394	SLFN5
8697	9606	57142	RTN4
8698	9606	9790	BMS1
8699	9606	10973	ASCC3
8700	9606	118812	MORN4
8701	9606	9923	ZBTB40
8702	9606	339451	KLHL17
8703	9606	1353	COX11
8704	9606	7179	TPTE
8704	9606	93492	TPTE2
8705	9606	338657	CENATAC
8706	9606	11183	MAP4K5
8707	9606	90060	CCDC120
8709	9606	254251	LCORL
8711	9606	137682	NDUFAF6
8713	9606	23576	DDAH1
8714	9606	26993	AKAP8L
8716	9606	81894	SLC25A28
8720	9606	146547	PRSS36
8721	9606	374786	EFCAB5
8722	9606	9928	KIF14
8723	9606	85302	FBF1
8724	9606	7625	ZNF74
8725	9606	54801	HAUS6
8726	9606	92715	DPH7
8727	9606	27158	NDOR1
8728	9606	7626	ZNF75D
8729	9606	130540	FLACC1
8730	9606	10782	ZNF274
8730	9606	7625	ZNF74
8731	9606	114821	ZBED9
8731	9606	124751	KRBA2
8732	9606	9001	HAP1
8733	9606	84626	KRBA1
8734	9606	26526	TSPAN16
8735	9606	142910	LIPJ
8736	9606	148268	ZNF570
8737	9606	201514	ZNF584
8738	9606	341883	LRRC9
8739	9606	317761	C14orf39
8740	9606	728586	CCDC192
8741	9606	123096	SLC25A29
8742	9606	285268	ZNF621
8743	9606	220992	ZNF485
8744	9606	9749	PHACTR2
8747	9606	7846	TUBA1A
8749	9606	57348	TTYH1
8750	9606	85450	ITPRIP
8751	9606	5297	PI4KA
8752	9606	22992	KDM2A
8753	9606	84106	PRAM1
8754	9606	79158	GNPTAB
8755	9606	26206	SPAG8
8756	9606	343171	OR2W3
8757	9606	283365	OR6C6
8758	9606	6387	CXCL12
8759	9606	126208	ZNF787
8760	9606	9392	TGFBRAP1
8761	9606	79733	E2F8
8762	9606	84904	ARHGEF39
8763	9606	57380	MRS2
8764	9606	117854	TRIM6
8765	9606	647309	GMNC
8766	9606	81573	ANKRD13C
8768	9606	90525	SHF
8769	9606	158158	RASEF
8770	9606	25759	SHC2
8771	9606	5992	RFX4
8773	9606	80714	PBX4
8775	9606	23099	ZBTB43
8776	9606	990	CDC6
8777	9606	9816	URB2
8778	9606	83547	RILP
8779	9606	3075	CFH
8780	9606	2196	FAT2
8781	9606	1736	DKC1
8782	9606	4914	NTRK1
8783	9606	284996	RNF149
8784	9606	641700	ECSCR
8785	9606	441054	C4orf47
8786	9606	339512	CCDC190
8787	9606	1584	CYP11B1
8787	9606	1585	CYP11B2
8788	9606	106821730	BUB1B-PAK6
8788	9606	56924	PAK6
8789	9606	23196	FAM120A
8790	9606	285521	COX18
8791	9606	54621	VSIG10
8792	9606	10257	ABCC4
8793	9606	64762	GAREM1
8794	9606	128239	IQGAP3
8795	9606	352909	DNAAF3
8796	9606	51305	KCNK9
8797	9606	797	CALCB
8797	9606	796	CALCA
8798	9606	339145	CIBAR2
8799	9606	135293	PM20D2
8800	9606	9134	CCNE2
8801	9606	51725	FBXO40
8802	9606	60675	PROK2
8803	9606	5279	PIGC
8804	9606	148930	KNCN
8806	9606	79635	CCDC121
8807	9606	22884	WDR37
8808	9606	3976	LIF
8809	9606	10521	DDX17
8810	9606	5192	PEX10
8811	9606	94031	HTRA3
8813	9606	400668	PRSS57
8814	9606	1791	DNTT
8815	9606	84688	C9orf24
8816	9606	6169	RPL38
8817	9606	9282	MED14
8818	9606	10326	SIRPB1
8819	9606	201229	LYRM9
8820	9606	160	AP2A1
8822	9606	8828	NRP2
8823	9606	155038	GIMAP8
8824	9606	139324	HDX
8825	9606	494513	PJVK
8827	9606	54887	UHRF1BP1
8828	9606	3607	FOXK2
8829	9606	9121	SLC16A5
8830	9606	23380	SRGAP2
8831	9606	57522	SRGAP1
8834	9606	118924	FRA10AC1
8835	9606	4036	LRP2
8836	9606	5901	RAN
8838	9606	170591	S100Z
8839	9606	266727	MDGA1
8840	9606	79363	CPLANE2
8841	9606	57198	ATP8B2
8842	9606	84865	CCDC142
8843	9606	10194	TSHZ1
8844	9606	5803	PTPRZ1
8845	9606	30849	PIK3R4
8846	9606	653567	TMEM236
8847	9606	388125	C2CD4B
8847	9606	145741	C2CD4A
8848	9606	23244	PDS5A
8849	9606	160851	DGKH
8850	9606	55100	WDR70
8851	9606	360200	TMPRSS9
8852	9606	57608	JCAD
8853	9606	266	AMELY
8853	9606	265	AMELX
8854	9606	64091	POPDC2
8855	9606	8736	MYOM1
8856	9606	10564	ARFGEF2
8857	9606	283999	TMEM235
8858	9606	79961	DENND2D
8859	9606	7005	TEAD3
8860	9606	51651	PTRH2
8861	9606	146395	GSG1L
8864	9606	9993	DGCR2
8865	9606	9343	EFTUD2
8866	9606	4076	CAPRIN1
8867	9606	4739	NEDD9
8869	9606	509	ATP5F1C
8870	9606	11342	RNF13
8871	9606	9589	WTAP
8872	9606	26135	SERBP1
8874	9606	57698	SHTN1
8875	9606	53354	PANK1
8877	9606	64773	PCED1A
8878	9606	152579	SCFD2
8879	9606	5334	PLCL1
8881	9606	54874	FNBP1L
8882	9606	29068	ZBTB44
8883	9606	50614	GALNT9
8884	9606	64409	GALNT17
8885	9606	64426	SUDS3
8886	9606	126526	C19orf47
8887	9606	4352	MPL
8888	9606	51019	WASHC3
8889	9606	64089	SNX16
8890	9606	9717	SEC14L5
8891	9606	126006	PCP2
8893	9606	2670	GFAP
8894	9606	91574	C12orf65
8895	9606	9093	DNAJA3
8897	9606	64096	GFRA4
8898	9606	25939	SAMHD1
8899	9606	245711	SPDYA
8900	9606	4677	NARS1
8901	9606	55850	USE1
8902	9606	219855	SLC37A2
8903	9606	105377022	LOC105377022
8903	9606	2187	FANCB
8904	9606	1187	CLCNKA
8904	9606	1188	CLCNKB
8905	9606	166863	RBM46
8906	9606	3659	IRF1
8909	9606	23643	LY96
8910	9606	5819	NECTIN2
8911	9606	64284	RAB17
8912	9606	5132	PDC
8913	9606	3551	IKBKB
8914	9606	79919	MAB21L4
8915	9606	150572	SMYD1
8916	9606	54905	CYP2W1
8917	9606	205860	TRIML2
8918	9606	221400	TDRD6
8919	9606	6598	SMARCB1
8921	9606	8323	FZD6
8922	9606	64098	PARVG
8923	9606	84630	TTBK1
8924	9606	6134	RPL10
8924	9606	140801	RPL10L
8925	9606	399697	CTXN2
8926	9606	23512	SUZ12
8928	9606	3061	HCRTR1
8929	9606	53630	BCO1
8930	9606	145376	PPP1R36
8931	9606	85352	SHISAL1
8934	9606	58473	PLEKHB1
8937	9606	93627	TBCK
8938	9606	4547	MTTP
8939	9606	5617	PRL
8940	9606	5688	PSMA7
8941	9606	143471	PSMA8
8942	9606	80830	APOL6
8943	9606	126433	FBXO27
8944	9606	9764	KIAA0513
8945	9606	64699	TMPRSS3
8946	9606	220082	CBY2
8947	9606	4327	MMP19
8948	9606	10087	CERT1
8950	9606	53834	FGFRL1
8951	9606	64221	ROBO3
8952	9606	57099	AVEN
8953	9606	10401	PIAS3
8954	9606	80263	TRIM45
8955	9606	59286	UBL5
8957	9606	100129792	CCDC152
8958	9606	283417	DPY19L2
8959	9606	10675	CSPG5
8960	9606	8241	RBM10
8961	9606	150946	GAREM2
8962	9606	89874	SLC25A21
8963	9606	286077	FAM83H
8964	9606	9678	PHF14
8966	9606	8079	MLF2
8967	9606	259307	IL4I1
8968	9606	9249	DHRS3
8969	9606	4130	MAP1A
8970	9606	80024	SLC8B1
8971	9606	56603	CYP26B1
8973	9606	114609	TIRAP
8974	9606	9848	MFAP3L
8975	9606	51065	RPS27L
8976	9606	6232	RPS27
8977	9606	83605	CCM2
8978	9606	1634	DCN
8979	9606	11157	LSM6
8980	9606	6366	CCL21
8981	9606	55666	NPLOC4
8982	9606	27094	KCNMB3
8983	9606	57724	EPG5
8984	9606	80129	CCDC170
8985	9606	51704	GPRC5B
8986	9606	8048	CSRP3
8987	9606	27131	SNX5
8988	9606	49	ACR
8989	9606	55303	GIMAP4
8990	9606	6160	RPL31
8991	9606	6472	SHMT2
8992	9606	338811	TAFA2
8993	9606	5460	POU5F1
8994	9606	2017	CTTN
8996	9606	55756	INTS9
8998	9606	55140	ELP3
9000	9606	8110	DPF3
9002	9606	29883	CNOT7
9004	9606	366	AQP9
9005	9606	5892	RAD51D
9006	9606	10800	CYSLTR1
9007	9606	9159	PCSK7
9008	9606	6439	SFTPB
9011	9606	10421	CD2BP2
9012	9606	65989	DLK2
9013	9606	64343	AZI2
9014	9606	399947	C11orf87
9015	9606	29993	PACSIN1
9016	9606	10079	ATP9A
9017	9606	163786	SASS6
9018	9606	7535	ZAP70
9019	9606	102724770	LOC102724770
9019	9606	8214	DGCR6
9019	9606	85359	DGCR6L
9020	9606	283927	NUDT7
9021	9606	1303	COL12A1
9022	9606	126014	OSCAR
9023	9606	54212	SNTG1
9024	9606	158835	AWAT2
9025	9606	478	ATP1A3
9027	9606	4294	MAP3K10
9029	9606	28978	TMEM14A
9030	9606	143458	LDLRAD3
9031	9606	156	GRK2
9032	9606	146050	ZSCAN29
9033	9606	79968	WDR76
9034	9606	81559	TRIM11
9035	9606	8399	PLA2G10
9035	9606	100652777	LOC100652777
9036	9606	55968	NSFL1C
9037	9606	2965	GTF2H1
9038	9606	5977	DPF2
9040	9606	4826	NNAT
9041	9606	8633	UNC5C
9043	9606	23193	GANAB
9044	9606	5886	RAD23A
9045	9606	4973	OLR1
9046	9606	5252	PHF1
9047	9606	3621	ING1
9048	9606	5338	PLD2
9049	9606	51293	CD320
9050	9606	64320	RNF25
9051	9606	55388	MCM10
9052	9606	10252	SPRY1
9053	9606	1729	DIAPH1
9054	9606	80727	TTYH3
9055	9606	10505	SEMA4F
9057	9606	11016	ATF7
9059	9606	50604	IL20
9060	9606	23608	MKRN1
9061	9606	90693	CCDC126
9062	9606	7375	USP4
9063	9606	3781	KCNN2
9064	9606	139322	APOOL
9065	9606	51311	TLR8
9066	9606	3569	IL6
9067	9606	5033	P4HA1
9069	9606	1002	CDH4
9070	9606	1824	DSC2
9071	9606	23026	MYO16
9072	9606	28968	SLC6A16
9073	9606	6769	STAC
9074	9606	8459	TPST2
9075	9606	22997	IGSF9B
9076	9606	3643	INSR
9077	9606	57406	ABHD6
9078	9606	23179	RGL1
9080	9606	132660	LIN54
9081	9606	23014	FBXO21
9083	9606	1608	DGKG
9084	9606	55758	RCOR3
9086	9606	79990	PLEKHH3
9087	9606	167	CRISP1
9088	9606	144321	GLIPR1L2
9089	9606	26027	ACOT11
9090	9606	6345	SRL
9091	9606	253430	IPMK
9092	9606	23013	SPEN
9093	9606	80218	NAA50
9094	9606	80218	NAA50
9095	9606	22950	SLC4A1AP
9096	9606	5981	RFC1
9097	9606	3363	HTR7
9098	9606	404636	DENND10
9099	9606	4257	MGST1
9100	9606	220064	LTO1
9101	9606	2521	FUS
9102	9606	9274	BCL7C
9104	9606	7251	TSG101
9106	9606	3795	KHK
9107	9606	2132	EXT2
9108	9606	92342	METTL18
9109	9606	5590	PRKCZ
9111	9606	79717	PPCS
9112	9606	6274	S100A3
9114	9606	10232	MSLN
9115	9606	9527	GOSR1
9117	9606	1534	CYB561
9118	9606	92610	TIFA
9119	9606	9967	THRAP3
9120	9606	11266	DUSP12
9122	9606	389084	SNORC
9123	9606	3329	HSPD1
9124	9606	25946	ZNF385A
9125	9606	10606	PAICS
9127	9606	11329	STK38
9128	9606	9709	HERPUD1
9129	9606	100506581	C16orf95
9130	9606	11068	CYB561D2
9131	9606	54947	LPCAT2
9132	9606	64651	CSRNP1
9133	9606	112398	EGLN2
9134	9606	27334	P2RY10
9136	9606	10776	ARPP19
9137	9606	92105	INTS4
9139	9606	146325	PRR35
9140	9606	253943	YTHDF3
9141	9606	6449	SGTA
9142	9606	283337	ZNF740
9143	9606	1758	DMP1
9144	9606	27065	NSG1
9146	9606	28977	MRPL42
9147	9606	6545	SLC7A4
9148	9606	1024	CDK8
9150	9606	649	BMP1
9151	9606	3156	HMGCR
9152	9606	11170	FAM107A
9153	9606	6861	SYT5
9154	9606	84287	ZDHHC16
9155	9606	8189	SYMPK
9156	9606	6504	SLAMF1
9157	9606	55040	EPN3
9158	9606	57613	FAM234B
9159	9606	441864	TARM1
9160	9606	92736	OTOP2
9161	9606	6620	SNCB
9162	9606	2042	EPHA3
9163	9606	10992	SF3B2
9164	9606	84923	FAM104A
9165	9606	84254	CAMKK1
9166	9606	79947	DHDDS
9167	9606	90624	LYRM7
9168	9606	27125	AFF4
9169	9606	112399	EGLN3
9170	9606	54583	EGLN1
9171	9606	2904	GRIN2B
9172	9606	81570	CLPB
9173	9606	79660	PPP1R3B
9174	9606	89765	RSPH1
9175	9606	60313	GPBP1L1
9176	9606	64801	ARV1
9177	9606	117245	PLAAT5
9178	9606	9986	RCE1
9179	9606	80863	PRRT1
9181	9606	85452	CFAP74
9182	9606	387338	NSUN4
9183	9606	64837	KLC2
9184	9606	140700	SAMD10
9185	9606	390937	ERFL
9186	9606	201625	DNAH12
9187	9606	642574	IQANK1
9189	9606	143872	ARHGAP42
9190	9606	7783	ZP2
9191	9606	81532	MOB2
9192	9606	2646	GCKR
9193	9606	85379	KIAA1671
9194	9606	399671	HEATR4
9195	9606	23383	MAU2
9196	9606	284739	C20orf204
9197	9606	389118	CDHR4
9198	9606	30827	CXXC1
9199	9606	88455	ANKRD13A
9200	9606	64925	CCDC71
9201	9606	83693	HSDL1
9202	9606	83741	TFAP2D
9203	9606	79025	FNDC11
9204	9606	55806	HR
9205	9606	8907	AP1M1
9207	9606	333	APLP1
9208	9606	599	BCL2L2
9209	9606	1856	DVL2
9210	9606	1875	E2F5
9211	9606	8507	ENC1
9212	9606	2535	FZD2
9213	9606	8324	FZD7
9214	9606	2555	GABRA2
9215	9606	2694	CBLIF
9216	9606	3298	HSF2
9218	9606	3484	IGFBP1
9219	9606	23765	IL17RA
9220	9606	3560	IL2RB
9221	9606	8629	JRK
9222	9606	3955	LFNG
9224	9606	4233	MET
9225	9606	4605	MYBL2
9226	9606	10397	NDRG1
9227	9606	4741	NEFM
9229	9606	5764	PTN
9230	9606	5793	PTPRG
9231	9606	81876	RAB1B
9232	9606	5861	RAB1A
9233	9606	9230	RAB11B
9234	9606	8766	RAB11A
9235	9606	84172	POLR1B
9236	9606	6295	SAG
9237	9606	3508	IGHMBP2
9238	9606	6628	SNRPB
9240	9606	6646	SOAT1
9241	9606	6678	SPARC
9242	9606	6698	SPRR1A
9242	9606	6699	SPRR1B
9243	9606	346673	STRA8
9244	9606	6830	SUPT6H
9245	9606	7011	TEP1
9246	9606	7178	TPT1
9247	9606	7178	TPT1
9248	9606	7454	WAS
9249	9606	2515	ADAM2
9250	9606	328	APEX1
9251	9606	672	BRCA1
9252	9606	259266	ASPM
9254	9606	1591	CYP24A1
9255	9606	10858	CYP46A1
9257	9606	2147	F2
9258	9606	2155	F7
9259	9606	2968	GTF2H4
9260	9606	144983	HNRNPA1L2
9261	9606	3178	HNRNPA1
9262	9606	3572	IL6ST
9263	9606	3714	JAG2
9264	9606	3762	KCNJ5
9265	9606	431707	LHX8
9266	9606	4055	LTBR
9267	9606	9450	LY86
9268	9606	4222	MEOX1
9269	9606	150094	SIK1
9269	9606	102724428	SIK1B
9270	9606	4615	MYD88
9271	9606	4801	NFYB
9272	9606	7849	PAX8
9273	9606	5127	CDK16
9274	9606	5155	PDGFB
9275	9606	8800	PEX11A
9276	9606	5360	PLTP
9278	9606	5933	RBL1
9279	9606	5271	SERPINB8
9280	9606	6801	STRN
9282	9606	6500	SKP1
9283	9606	8600	TNFSF11
9284	9606	165904	XIRP1
9285	9606	2073	ERCC5
9285	9606	100533467	BIVM-ERCC5
9286	9606	11132	CAPN10
9287	9606	339324	ZNF260
9288	9606	10570	DPYSL4
9289	9606	19	ABCA1
9290	9606	3475	IFRD1
9291	9606	3742	KCNA6
9292	9606	6648	SOD2
9293	9606	8099	CDK2AP1
9295	9606	9567	GTPBP1
9296	9606	25897	RNF19A
9297	9606	2719	GPC3
9298	9606	9020	MAP3K14
9299	9606	10069	RWDD2B
9300	9606	10219	KLRG1
9301	9606	57556	SEMA6A
9302	9606	8935	SKAP2
9303	9606	24144	TFIP11
9304	9606	90410	IFT20
9305	9606	2869	GRK5
9306	9606	6144	RPL21
9307	9606	4833	NME4
9308	9606	24142	NAA80
9309	9606	9246	UBE2L6
9310	9606	8794	TNFRSF10C
9310	9606	8793	TNFRSF10D
9310	9606	8795	TNFRSF10B
9310	9606	8797	TNFRSF10A
9311	9606	51053	GMNN
9312	9606	56704	JPH1
9313	9606	9271	PIWIL1
9314	9606	59277	NTN4
9315	9606	143425	SYT9
9317	9606	5899	RALB
9318	9606	55351	STK32B
9319	9606	51762	RAB8B
9320	9606	4218	RAB8A
9321	9606	51503	CWC15
9323	9606	5510	PPP1R7
9324	9606	2041	EPHA1
9325	9606	221476	PI16
9326	9606	79768	KATNBL1
9327	9606	7798	LUZP1
9328	9606	6399	TRAPPC2
9328	9606	10597	TRAPPC2B
9329	9606	4717	NDUFC1
9330	9606	28991	COMMD5
9330	9606	101928879	LOC101928879
9331	9606	4267	CD99
9332	9606	127428	TCEANC2
9333	9606	124491	TMEM170A
9334	9606	124491	TMEM170A
9335	9606	4351	MPI
9336	9606	22800	RRAS2
9338	9606	83879	CDCA7
9339	9606	54802	TRIT1
9340	9606	51654	CDK5RAP1
9341	9606	11102	RPP14
9342	9606	79570	NKAIN1
9344	9606	90459	ERI1
9346	9606	8520	HAT1
9347	9606	132160	PPM1M
9348	9606	168391	GALNTL5
9349	9606	219771	CCNY
9350	9606	6637	SNRPG
9351	9606	6637	SNRPG
9352	9606	10602	CDC42EP3
9353	9606	221143	EEF1AKMT1
9354	9606	83608	C18orf21
9355	9606	145264	SERPINA12
9356	9606	124817	CNTD1
9357	9606	65109	UPF3B
9358	9606	29086	BABAM1
9359	9606	64928	MRPL14
9360	9606	5406	PNLIP
9361	9606	221120	ALKBH3
9362	9606	23510	KCTD2
9363	9606	54442	KCTD5
9364	9606	200159	C1orf100
9365	9606	60370	AVPI1
9366	9606	9805	SCRN1
9367	9606	252995	FNDC5
9369	9606	8528	DDO
9370	9606	84275	SLC25A33
9372	9606	124975	GGT6
9373	9606	57117	INTS12
9374	9606	140686	WFDC3
9375	9606	100506564	THEGL
9376	9606	84942	WDR73
9377	9606	11325	DDX42
9378	9606	92335	STRADA
9379	9606	79007	DBNDD1
9380	9606	54984	PINX1
9381	9606	905	CCNT2
9383	9606	79412	KREMEN2
9384	9606	133619	PRRC1
9386	9606	646174	C16orf90
9387	9606	221154	MICU2
9388	9606	9904	RBM19
9389	9606	56905	C15orf39
9390	9606	79836	LONRF3
9391	9606	10623	POLR3C
9392	9606	6677	SPAM1
9393	9606	79036	KXD1
9394	9606	83596	BCL2L12
9395	9606	5911	RAP2A
9396	9606	283989	TSEN54
9397	9606	401551	WDR38
9398	9606	8541	PPFIA3
9399	9606	22796	COG2
9400	9606	79659	DYNC2H1
9401	9606	6904	TBCD
9402	9606	401190	RGS7BP
9404	9606	286256	LCN12
9405	9606	23087	TRIM35
9406	9606	51361	HOOK1
9407	9606	134218	DNAJC21
